premise,hypothesis,gold_label,trigger,SetID,UID,trigger_words,premise_type
"If Amelia attends the conference and her colleague gives her a ride to the venue, it's okay.",Amelia has a colleague.,E,possessive,99,type5_possessive_1_99,her colleague,Conjunction Premise
"Either Amelia doesn't attend the conference, or she and her colleague get a ride to the venue together.",Amelia has a colleague.,E,possessive,99,type5_possessive_1_99,her colleague,Disjunction Premise
"If Amelia attends the conference, her colleague will give her a ride to the venue.",Amelia has a colleague.,E,possessive,99,type5_possessive_1_99,her colleague,premise
Sebastian believes that his friend is waiting outside.,Sebastian has a friend.,E,possessive,100,type5_possessive_1_100,his friend,Attitude Premise
"If Sebastian confirms the date and time and his friend drives him to the concert, it's okay.",Sebastian has a friend.,E,possessive,100,type5_possessive_1_100,his friend,Conjunction Premise
"Either Sebastian doesn't confirm the date and time, or he and his friend drive to the concert.",Sebastian has a friend.,E,possessive,100,type5_possessive_1_100,his friend,Disjunction Premise
"If Sebastian confirms the date and time, his friend will drive him to the concert.",Sebastian has a friend.,E,possessive,100,type5_possessive_1_100,his friend,premise
Evelyn believes that her best friend is supportive.,Evelyn has a best friend.,E,possessive,101,type5_possessive_1_101,her best friend,Attitude Premise
"If Evelyn decides to move to the new city and her best friend helps her find an apartment, it's okay.",Evelyn has a best friend.,E,possessive,101,type5_possessive_1_101,her best friend,Conjunction Premise
"Either Evelyn doesn't decide to move to the new city, or she and her best friend find an apartment together.",Evelyn has a best friend.,E,possessive,101,type5_possessive_1_101,her best friend,Disjunction Premise
"If Evelyn decides to move to the new city, her best friend will help her find an apartment.",Evelyn has a best friend.,E,possessive,101,type5_possessive_1_101,her best friend,premise
William believes that his colleague is waiting at the train station.,William has a colleague.,E,possessive,102,type5_possessive_1_102,his colleague,Attitude Premise
"If William arrives early and his colleague meets him at the train station, it's okay.",William has a colleague.,E,possessive,102,type5_possessive_1_102,his colleague,Conjunction Premise
"Either William doesn't arrive early, or he and his colleague will meet at the train station.",William has a colleague.,E,possessive,102,type5_possessive_1_102,his colleague,Disjunction Premise
"If William arrives early, his colleague will meet him at the train station.",William has a colleague.,E,possessive,102,type5_possessive_1_102,his colleague,premise
Richard believes that his friend is waiting at the train station.,Richard has a friend.,E,possessive,103,type5_possessive_1_103,his friend,Attitude Premise
"If Richard arrives early and his friend greets him at the train station, it's okay.",Richard has a friend.,E,possessive,103,type5_possessive_1_103,his friend,Conjunction Premise
"Either Richard doesn't arrive early, or he and his friend won't greet him at the train station.",Richard has a friend.,E,possessive,103,type5_possessive_1_103,his friend,Disjunction Premise
"If Richard arrives early, his friend will greet him at the train station.",Richard has a friend.,E,possessive,103,type5_possessive_1_103,his friend,premise
Victoria believes that her friend is waiting at the train station.,Victoria has a friend.,E,possessive,104,type5_possessive_1_104,her friend,Attitude Premise
"If Victoria travels to London and her friend meets her at the train station, it's okay.",Victoria has a friend.,E,possessive,104,type5_possessive_1_104,her friend,Conjunction Premise
"Either Victoria doesn't travel to London, or she and her friend meet at the train station.",Victoria has a friend.,E,possessive,104,type5_possessive_1_104,her friend,Disjunction Premise
"If Victoria travels to London, her friend will meet her at the train station.",Victoria has a friend.,E,possessive,104,type5_possessive_1_104,her friend,premise
Lucas believes that his friend is waiting at the train station.,Lucas has a friend.,E,possessive,105,type5_possessive_1_105,his friend,Attitude Premise
"If Lucas arrives on time and his friend meets him at the train station, it's okay.",Lucas has a friend.,E,possessive,105,type5_possessive_1_105,his friend,Conjunction Premise
"Either Lucas doesn't arrive on time, or he and his friend meet at the train station.",Lucas has a friend.,E,possessive,105,type5_possessive_1_105,his friend,Disjunction Premise
"If Lucas arrives on time, his friend will meet him at the train station.",Lucas has a friend.,E,possessive,105,type5_possessive_1_105,his friend,premise
Patricia believes that his colleague is generous.,Patricia has a colleague.,E,possessive,106,type5_possessive_1_106,his colleague,Attitude Premise
"If Patricia finishes his work on time and his colleague treats him to lunch, it's okay.",Patricia has a colleague.,E,possessive,106,type5_possessive_1_106,his colleague,Conjunction Premise
"Either Patricia doesn't finish his work on time, or he and his colleague go out for lunch.",Patricia has a colleague.,E,possessive,106,type5_possessive_1_106,his colleague,Disjunction Premise
"If Patricia finishes his work on time, his colleague will treat him to lunch.",Patricia has a colleague.,E,possessive,106,type5_possessive_1_106,his colleague,premise
Susan believes that her best friend is dependable.,Susan has a best friend.,E,possessive,107,type5_possessive_1_107,her best friend,Attitude Premise
"If Susan needs a ride and her best friend gives her a lift to the concert, it's okay.",Susan has a best friend.,E,possessive,107,type5_possessive_1_107,her brother,Conjunction Premise
"Either Susan doesn't need a ride, or she and her best friend go to the concert together.",Susan has a best friend.,E,possessive,107,type5_possessive_1_107,her best friend,Disjunction Premise
"If Susan needs a ride, her best friend will give her a lift to the concert.",Susan has a best friend.,E,possessive,107,type5_possessive_1_107,her best friend,premise
Chloe believes that her brother is at the airport.,Chloe has a brother.,E,possessive,108,type5_possessive_1_108,her brother,Attitude Premise
"If Chloe's flight is delayed and her brother waits for her at the airport, it's okay.",Chloe has a brother.,E,possessive,108,type5_possessive_1_108,her brother,Conjunction Premise
"Either Chloe's flight isn't delayed, or she and her brother wait for her at the airport.",Chloe has a brother.,E,possessive,108,type5_possessive_1_108,her brother,Disjunction Premise
"If Chloe's flight is delayed, her brother will wait for her at the airport.",Chloe has a brother.,E,possessive,108,type5_possessive_1_108,her brother,premise
Owen believes that his colleague is at the parking lot.,Owen has a colleague.,E,possessive,109,type5_possessive_1_109,his colleague,Attitude Premise
"If Owen attends the conference and his colleague drives him to the hotel, it's okay.",Owen has a colleague.,E,possessive,109,type5_possessive_1_109,his colleague,Conjunction Premise
"Either Owen doesn't attend the conference, or he and his colleague drive to the hotel.",Owen has a colleague.,E,possessive,109,type5_possessive_1_109,his colleague,Disjunction Premise
"If Owen attends the conference, his colleague will drive him to the hotel.",Owen has a colleague.,E,possessive,109,type5_possessive_1_109,his colleague,premise
John believes that his friends are at the restaurant.,John has friends.,E,possessive,110,type5_possessive_1_110,his friends,Attitude Premise
"If John arrives on time and his friends are waiting for him at the restaurant, it's okay.",John has friends.,E,possessive,110,type5_possessive_1_110,his friends,Conjunction Premise
"Either John doesn't arrive on time, or he and his friends will be waiting for him at the restaurant.",John has friends.,E,possessive,110,type5_possessive_1_110,his friends,Disjunction Premise
"If John arrives on time, his friends will be waiting for him at the restaurant.",John has friends.,E,possessive,110,type5_possessive_1_110,his friends,premise
Emily believes her colleague is at the restaurant.,Emily has a colleague.,E,possessive,111,type5_possessive_1_111,her colleague,Attitude Premise
"If Emily finishes her work early and her colleague joins her for lunch, it's okay.",Emily has a colleague.,E,possessive,111,type5_possessive_1_111,her colleague,Conjunction Premise
"Either Emily doesn't finish her work early, or she and her colleague have lunch together.",Emily has a colleague.,E,possessive,111,type5_possessive_1_111,her colleague,Disjunction Premise
"If Emily finishes her work early, her colleague will join her for lunch.",Emily has a colleague.,E,possessive,111,type5_possessive_1_111,her colleague,premise
Mary believes that her colleague is waiting outside.,Mary has a colleague.,E,possessive,112,type5_possessive_1_112,her colleague,Attitude Premise
"If Mary finishes her work early and her colleague takes her out for lunch, it's okay.",Mary has a colleague.,E,possessive,112,type5_possessive_1_112,her colleague,Conjunction Premise
"Either Mary doesn't finish her work early, or she and her colleague go out for lunch.",Mary has a colleague.,E,possessive,112,type5_possessive_1_112,her colleague,Disjunction Premise
"If Mary finishes her work early, her colleague will take her out for lunch.",Mary has a colleague.,E,possessive,112,type5_possessive_1_112,her colleague,premise
Donna believes that her manager is generous.,Donna has a manager.,E,possessive,113,type5_possessive_1_113,her manager,Attitude Premise
"If Donna completes her project on time and her manager gives her a bonus, it's okay.",Donna has a manager.,E,possessive,113,type5_possessive_1_113,her manager,Conjunction Premise
"Either Donna doesn't complete her project on time, or she and her manager give her a bonus.",Donna has a manager.,E,possessive,113,type5_possessive_1_113,her manager,Disjunction Premise
"If Donna completes her project on time, her manager will give her a bonus.",Donna has a manager.,E,possessive,113,type5_possessive_1_113,her manager,premise
Mary believes that her friend is patiently waiting at the airport.,Mary has a friend.,E,possessive,114,type5_possessive_1_114,her flight,Attitude Premise
"If Mary's flight is delayed and her friend waits for her at the airport, it's okay.",Mary has a friend.,E,possessive,114,type5_possessive_1_114,her flight,Conjunction Premise
"Either Mary's flight isn't delayed, or she and her friend wait for her at the airport.",Mary has a friend.,E,possessive,114,type5_possessive_1_114,her flight,Disjunction Premise
"If Mary's flight is delayed, her friend will wait for her at the airport.",Mary has a friend.,E,possessive,114,type5_possessive_1_114,her flight,premise
Elizabeth believes that his friend is waiting.,Elizabeth has a friend.,E,possessive,115,type5_possessive_1_115,his friend,Attitude Premise
"If Elizabeth finishes work early and his friend gives him a ride home, it's okay.",Elizabeth has a friend.,E,possessive,115,type5_possessive_1_115,his friend,Conjunction Premise
"Either Elizabeth doesn't finish work early, or she and his friend give him a ride home.",Elizabeth has a friend.,E,possessive,115,type5_possessive_1_115,his friend,Disjunction Premise
"If Elizabeth finishes work early, his friend will give him a ride home.",Elizabeth has a friend.,E,possessive,115,type5_possessive_1_115,his friend,premise
Ashley believes that his brother is at the train station.,Ashley has a brother.,E,possessive,116,type5_possessive_1_116,his brother,Attitude Premise
"If Ashley's flight is delayed and his brother waits for him at the train station, it's okay.",Ashley has a brother.,E,possessive,116,type5_possessive_1_116,his brother,Conjunction Premise
"Either Ashley's flight isn't delayed, or he and his brother meet at the train station.",Ashley has a brother.,E,possessive,116,type5_possessive_1_116,his brother,Disjunction Premise
"If Ashley's flight is delayed, his brother will wait for him at the train station.",Ashley has a brother.,E,possessive,116,type5_possessive_1_116,his brother,premise
Caleb believes that his colleague is waiting outside.,Caleb has a colleague.,E,possessive,117,type5_possessive_1_117,his colleague,Attitude Premise
"If Caleb agrees to attend the conference and his colleague drives him to the venue, it's okay.",Caleb has a colleague.,E,possessive,117,type5_possessive_1_117,his colleague,Conjunction Premise
"Either Caleb doesn't agree to attend the conference, or he and his colleague drive to the venue.",Caleb has a colleague.,E,possessive,117,type5_possessive_1_117,his colleague,Disjunction Premise
"If Caleb agrees to attend the conference, his colleague will drive him to the venue.",Caleb has a colleague.,E,possessive,117,type5_possessive_1_117,his colleague,premise
Isaac believes that his best friend is in Paris.,Isaac has a best friend.,E,possessive,118,type5_possessive_1_118,his best friend,Attitude Premise
"If Isaac travels to Paris and his best friend shows him around the city, it's okay.",Isaac has a best friend.,E,possessive,118,type5_possessive_1_118,his best friend,Conjunction Premise
"Either Isaac doesn't travel to Paris, or he and his best friend explore the city together.",Isaac has a best friend.,E,possessive,118,type5_possessive_1_118,his best friend,Disjunction Premise
"If Isaac travels to Paris, his best friend will show him around the city.",Isaac has a best friend.,E,possessive,118,type5_possessive_1_118,his best friend,premise
Henry believes that his best friend is at the venue.,Henry has a best friend.,E,possessive,119,type5_possessive_1_119,his best friend,Attitude Premise
"If Henry drives to the concert and his best friend meets him at the venue, it's okay.",Henry has a best friend.,E,possessive,119,type5_possessive_1_119,his best friend,Conjunction Premise
"Either Henry doesn't drive to the concert, or he and his best friend meet at the venue.",Henry has a best friend.,E,possessive,119,type5_possessive_1_119,his best friend,Disjunction Premise
"If Henry drives to the concert, his best friend will meet him at the venue.",Henry has a best friend.,E,possessive,119,type5_possessive_1_119,his best friend,premise
Margaret believes that her brother is reliable.,Margaret has a brother.,E,possessive,120,type5_possessive_1_120,her brother,Attitude Premise
"If Margaret's car breaks down and her brother gives her a ride to work, it's okay.",Margaret has a brother.,E,possessive,120,type5_possessive_1_120,her brother,Conjunction Premise
"Either Margaret's car doesn't break down, or she and her brother ride to work.",Margaret has a brother.,E,possessive,120,type5_possessive_1_120,her brother,Disjunction Premise
"If Margaret's car breaks down, her brother will give her a ride to work.",Margaret has a brother.,E,possessive,120,type5_possessive_1_120,her brother,premise
Thomas believes that his friend is waiting at the train station.,Thomas has a friend.,E,possessive,121,type5_possessive_1_121,his friend,Attitude Premise
"If Thomas travels to Paris and his friend meets him at the train station, it's okay.",Thomas has a friend.,E,possessive,121,type5_possessive_1_121,his friend,Conjunction Premise
"Either Thomas doesn't travel to Paris, or he and his friend meet at the train station.",Thomas has a friend.,E,possessive,121,type5_possessive_1_121,his friend,Disjunction Premise
"If Thomas travels to Paris, his friend will meet him at the train station.",Thomas has a friend.,E,possessive,121,type5_possessive_1_121,his friend,premise
Nathan believes that his friend is waiting at the venue.,Nathan has a friend.,E,possessive,122,type5_possessive_1_122,his friend,Attitude Premise
"If Nathan drives to the concert and his friend meets him at the venue, it's okay.",Nathan has a friend.,E,possessive,122,type5_possessive_1_122,his friend,Conjunction Premise
"Either Nathan doesn't drive to the concert, or he and his friend meet at the venue.",Nathan has a friend.,E,possessive,122,type5_possessive_1_122,his friend,Disjunction Premise
"If Nathan drives to the concert, his friend will meet him at the venue.",Nathan has a friend.,E,possessive,122,type5_possessive_1_122,his friend,premise
Dorothy believes that her husband is waiting at the airport.,Dorothy has a husband.,E,possessive,123,type5_possessive_1_123,her husband,Attitude Premise
"If Dorothy lands in New York and her husband is waiting for her at the airport, it's okay.",Dorothy has a husband.,E,possessive,123,type5_possessive_1_123,her husband,Conjunction Premise
"Either Dorothy doesn't land in New York, or she and her husband will meet at the airport.",Dorothy has a husband.,E,possessive,123,type5_possessive_1_123,her husband,Disjunction Premise
"If Dorothy lands in New York, her husband will be waiting for her at the airport.",Dorothy has a husband.,E,possessive,123,type5_possessive_1_123,her husband,premise
Barbara believes that his brother is waiting at the train station.,Barbara has a brother.,E,possessive,124,type5_possessive_1_124,his brother,Attitude Premise
"If Barbara travels to Europe and his brother meets him at the train station, it's okay.",Barbara has a brother.,E,possessive,124,type5_possessive_1_124,his brother,Conjunction Premise
"Either Barbara doesn't travel to Europe, or he and his brother meet at the train station.",Barbara has a brother.,E,possessive,124,type5_possessive_1_124,his brother,Disjunction Premise
"If Barbara travels to Europe, his brother will meet him at the train station.",Barbara has a brother.,E,possessive,124,type5_possessive_1_124,his brother,premise
Patricia believes that her friend is excited.,Patricia has a friend.,E,possessive,125,type5_possessive_1_125,her friend,Attitude Premise
"If Patricia books a hotel room and her friend joins her for a weekend getaway, it's okay.",Patricia has a friend.,E,possessive,125,type5_possessive_1_125,her friend,Conjunction Premise
"Either Patricia doesn't book a hotel room, or she and her friend go for a weekend getaway.",Patricia has a friend.,E,possessive,125,type5_possessive_1_125,her friend,Disjunction Premise
"If Patricia books a hotel room, her friend will join her for a weekend getaway.",Patricia has a friend.,E,possessive,125,type5_possessive_1_125,her friend,premise
Margaret believes that her friend is waiting.,Margaret has a friend.,E,possessive,126,type5_possessive_1_126,her friend,Attitude Premise
"If Margaret completes her work early and her friend treats her to dinner, it's okay.",Margaret has a friend.,E,possessive,126,type5_possessive_1_126,her friend,Conjunction Premise
"Either Margaret doesn't complete her work early, or she and her friend go out to dinner.",Margaret has a friend.,E,possessive,126,type5_possessive_1_126,her friend,Disjunction Premise
"If Margaret completes her work early, her friend will treat her to dinner.",Margaret has a friend.,E,possessive,126,type5_possessive_1_126,her friend,premise
Betty believes that her brother is waiting at the train station.,Betty has a brother.,E,possessive,127,type5_possessive_1_127,her brother,Attitude Premise
"If Betty arrives early and her brother meets her at the train station, it's okay.",Betty has a brother.,E,possessive,127,type5_possessive_1_127,her brother,Conjunction Premise
"Either Betty doesn't arrive early, or she and her brother meet at the train station.",Betty has a brother.,E,possessive,127,type5_possessive_1_127,her brother,Disjunction Premise
"If Betty arrives early, her brother will meet her at the train station.",Betty has a brother.,E,possessive,127,type5_possessive_1_127,her brother,premise
Aiden believes that his friend is waiting outside.,Aiden has a friend.,E,possessive,128,type5_possessive_1_128,his friend,Attitude Premise
"If Aiden arrives by train and his friend drives him to the hotel, it's okay.",Aiden has a friend.,E,possessive,128,type5_possessive_1_128,his friend,Conjunction Premise
"Either Aiden doesn't arrive by train, or he and his friend drive to the hotel.",Aiden has a friend.,E,possessive,128,type5_possessive_1_128,his friend,Disjunction Premise
"If Aiden arrives by train, his friend will drive him to the hotel.",Aiden has a friend.,E,possessive,128,type5_possessive_1_128,his friend,premise
Patricia believes that her best friend is at the train station.,Patricia has a best friend.,E,possessive,129,type5_possessive_1_129,her best friend,Attitude Premise
"If Patricia arrives on time and her best friend is waiting for her at the train station, it's okay.",Patricia has a best friend.,E,possessive,129,type5_possessive_1_129,her best friend,Conjunction Premise
"Either Patricia doesn't arrive on time, or she and her best friend will be waiting for her at the train station.",Patricia has a best friend.,E,possessive,129,type5_possessive_1_129,her best friend,Disjunction Premise
"If Patricia arrives on time, her best friend will be waiting for her at the train station.",Patricia has a best friend.,E,possessive,129,type5_possessive_1_129,her best friend,premise
Aiden believes that his girlfriend is waiting at the airport.,Aiden has a girlfriend.,E,possessive,130,type5_possessive_1_130,his girlfriend,Attitude Premise
"If Aiden's flight is delayed and his girlfriend waits for him at the airport, it's okay.",Aiden has a girlfriend.,E,possessive,130,type5_possessive_1_130,his girlfriend,Conjunction Premise
"Either Aiden's flight isn't delayed, or he and his girlfriend will wait for him at the airport.",Aiden has a girlfriend.,E,possessive,130,type5_possessive_1_130,his girlfriend,Disjunction Premise
"If Aiden's flight is delayed, his girlfriend will wait for him at the airport.",Aiden has a girlfriend.,E,possessive,130,type5_possessive_1_130,his girlfriend,premise
Avery believes that her colleague is waiting outside.,Avery has a colleague.,E,possessive,131,type5_possessive_1_131,her colleague,Attitude Premise
"If Avery finishes her meeting on time and her colleague drives her to the conference venue, it's okay.",Avery has a colleague.,E,possessive,131,type5_possessive_1_131,her colleague,Conjunction Premise
"Either Avery doesn't finish her meeting on time, or she and her colleague drive to the conference venue.",Avery has a colleague.,E,possessive,131,type5_possessive_1_131,her colleague,Disjunction Premise
"If Avery finishes her meeting on time, her colleague will drive her to the conference venue.",Avery has a colleague.,E,possessive,131,type5_possessive_1_131,her colleague,premise
Logan believes that his friend is at the train station.,Logan has a friend.,E,possessive,132,type5_possessive_1_132,his friend,Attitude Premise
"If Logan arrives early and his friend meets him at the train station, it's okay.",Logan has a friend.,E,possessive,132,type5_possessive_1_132,his friend,Conjunction Premise
"Either Logan doesn't arrive early, or he and his friend meet at the train station.",Logan has a friend.,E,possessive,132,type5_possessive_1_132,his friend,Disjunction Premise
"If Logan arrives early, his friend will meet him at the train station.",Logan has a friend.,E,possessive,132,type5_possessive_1_132,his friend,premise
Mia believes that her husband is at the airport.,Mia has a husband.,E,possessive,133,type5_possessive_1_133,her husband,Attitude Premise
"If Mia's flight arrives on time and her husband is waiting for her at the airport, it's okay.",Mia has a husband.,E,possessive,133,type5_possessive_1_133,her husband,Conjunction Premise
"Either Mia's flight doesn't arrive on time, or she and her husband will be waiting for her at the airport.",Mia has a husband.,E,possessive,133,type5_possessive_1_133,her husband,Disjunction Premise
"If Mia's flight arrives on time, her husband will be waiting for her at the airport.",Mia has a husband.,E,possessive,133,type5_possessive_1_133,her husband,premise
Amelia believes her friend is waiting at the train station.,Amelia has a friend.,E,possessive,134,type5_possessive_1_134,her friend,Attitude Premise
"If Amelia arrives on time and her friend meets her at the train station, it's okay.",Amelia has a friend.,E,possessive,134,type5_possessive_1_134,her friend,Conjunction Premise
"Either Amelia doesn't arrive on time, or she and her friend meet at the train station.",Amelia has a friend.,E,possessive,134,type5_possessive_1_134,her friend,Disjunction Premise
"If Amelia arrives on time, her friend will meet her at the train station.",Amelia has a friend.,E,possessive,134,type5_possessive_1_134,her friend,premise
Caleb believes that his parents are generous.,Caleb has parents.,E,possessive,135,type5_possessive_1_135,his parents,Attitude Premise
"If Caleb passes his driving test and his parents buy him a car, it's okay.",Caleb has parents.,E,possessive,135,type5_possessive_1_135,his parents,Conjunction Premise
"Either Caleb doesn't pass his driving test, or he and his parents buy him a car.",Caleb has parents.,E,possessive,135,type5_possessive_1_135,his parents,Disjunction Premise
"If Caleb passes his driving test, his parents will buy him a car.",Caleb has parents.,E,possessive,135,type5_possessive_1_135,his parents,premise
Abigail believes that her manager is generous.,Abigail has a manager.,E,possessive,136,type5_possessive_1_136,her manager,Attitude Premise
"If Abigail completes her work on time and her manager gives her a bonus at the end of the month, it's okay.",Abigail has a manager.,E,possessive,136,type5_possessive_1_136,her manager,Conjunction Premise
"Either Abigail doesn't complete her work on time, or she and her manager do.",Abigail has a manager.,E,possessive,136,type5_possessive_1_136,her manager,Disjunction Premise
"If Abigail completes her work on time, her manager will give her a bonus at the end of the month.",Abigail has a manager.,E,possessive,136,type5_possessive_1_136,her manager,premise
Barbara believes that her friend is waiting at the train station.,Barbara has a friend.,E,possessive,137,type5_possessive_1_137,her friend,Attitude Premise
"If Barbara lands in London and her friend meets her at the train station, it's okay.",Barbara has a friend.,E,possessive,137,type5_possessive_1_137,her friend,Conjunction Premise
"Either Barbara doesn't land in London, or she and her friend meet at the train station.",Barbara has a friend.,E,possessive,137,type5_possessive_1_137,her friend,Disjunction Premise
"If Barbara lands in London, her friend will meet her at the train station.",Barbara has a friend.,E,possessive,137,type5_possessive_1_137,her friend,premise
Emily believes that her husband is in the kitchen.,Emily has a husband.,E,possessive,138,type5_possessive_1_138,her husband,Attitude Premise
"If Emily finishes work early and her husband cooks dinner for her, it's okay.",Emily has a husband.,E,possessive,138,type5_possessive_1_138,her husband,Conjunction Premise
"Either Emily doesn't finish work early, or she and her husband cook dinner together.",Emily has a husband.,E,possessive,138,type5_possessive_1_138,her husband,Disjunction Premise
"If Emily finishes work early, her husband will cook dinner for her.",Emily has a husband.,E,possessive,138,type5_possessive_1_138,her husband,premise
William believes that his colleagues are at the meeting.,William has colleagues.,E,possessive,139,type5_possessive_1_139,his colleagues,Attitude Premise
"If William arrives on time and his colleagues wait for him at the meeting, it's okay.",William has colleagues.,E,possessive,139,type5_possessive_1_139,his colleagues,Conjunction Premise
"Either William doesn't arrive on time, or he and his colleagues wait for him at the meeting.",William has colleagues.,E,possessive,139,type5_possessive_1_139,his colleagues,Disjunction Premise
"If William arrives on time, his colleagues will wait for him at the meeting.",William has colleagues.,E,possessive,139,type5_possessive_1_139,his colleagues,premise
Grace believes that her colleagues are waiting.,Grace has colleagues.,E,possessive,140,type5_possessive_1_140,her colleagues,Attitude Premise
"If Grace finishes her work early and her colleagues take her out for lunch, it's okay.",Grace has colleagues.,E,possessive,140,type5_possessive_1_140,her colleagues,Conjunction Premise
"Either Grace doesn't finish her work early, or she and her colleagues go out for lunch.",Grace has colleagues.,E,possessive,140,type5_possessive_1_140,her colleagues,Disjunction Premise
"If Grace finishes her work early, her colleagues will take her out for lunch.",Grace has colleagues.,E,possessive,140,type5_possessive_1_140,her colleagues,premise
David believes that his friend is dependable.,David has a friend.,E,possessive,141,type5_possessive_1_141,his friend,Attitude Premise
"If David needs a ride and his friend drives him to the concert, it's okay.",David has a friend.,E,possessive,141,type5_possessive_1_141,his friend,Conjunction Premise
"Either David doesn't need a ride, or he and his friend drive to the concert.",David has a friend.,E,possessive,141,type5_possessive_1_141,his friend,Disjunction Premise
"If David needs a ride, his friend will drive him to the concert.",David has a friend.,E,possessive,141,type5_possessive_1_141,his friend,premise
Amelia believes that her brother is stranded.,Amelia has a brother.,E,possessive,142,type5_possessive_1_142,her brother,Attitude Premise
"If Amelia's car breaks down and her brother comes to help her on the side of the road, it's okay.",Amelia has a brother.,E,possessive,142,type5_possessive_1_142,her brother,Conjunction Premise
"Either Amelia's car doesn't break down, or she and her brother help her on the side of the road.",Amelia has a brother.,E,possessive,142,type5_possessive_1_142,her brother,Disjunction Premise
"If Amelia's car breaks down, her brother will come to help her on the side of the road.",Amelia has a brother.,E,possessive,142,type5_possessive_1_142,her brother,premise
Joseph believes that his friend is at the train station.,Joseph has a friend.,E,possessive,143,type5_possessive_1_143,his friend,Attitude Premise
"If Joseph arrives on time and his friend is waiting for him at the train station, it's okay.",Joseph has a friend.,E,possessive,143,type5_possessive_1_143,his friend,Conjunction Premise
"Either Joseph doesn't arrive on time, or he and his friend will be waiting for him at the train station.",Joseph has a friend.,E,possessive,143,type5_possessive_1_143,his friend,Disjunction Premise
"If Joseph arrives on time, his friend will be waiting for him at the train station.",Joseph has a friend.,E,possessive,143,type5_possessive_1_143,his friend,premise
Karen believes that his friend is waiting.,Karen has a friend.,E,possessive,144,type5_possessive_1_144,his friend,Attitude Premise
"If Karen finishes his work early and his friend takes him out for dinner, it's okay.",Karen has a friend.,E,possessive,144,type5_possessive_1_144,his friend,Conjunction Premise
"Either Karen doesn't finish his work early, or he and his friend go out for dinner.",Karen has a friend.,E,possessive,144,type5_possessive_1_144,his friend,Disjunction Premise
"If Karen finishes his work early, his friend will take him out for dinner.",Karen has a friend.,E,possessive,144,type5_possessive_1_144,his friend,premise
Emily believes that her friend is dependable.,Emily has a friend.,E,possessive,145,type5_possessive_1_145,her friend,Attitude Premise
"If Emily's car breaks down and her friend drives her to work, it's okay.",Emily has a friend.,E,possessive,145,type5_possessive_1_145,her friend,Conjunction Premise
"Either Emily's car doesn't break down, or she and her friend drive to work together.",Emily has a friend.,E,possessive,145,type5_possessive_1_145,her friend,Disjunction Premise
"If Emily's car breaks down, her friend will drive her to work.",Emily has a friend.,E,possessive,145,type5_possessive_1_145,her friend,premise
Lily believes that his friend is at the restaurant.,Lily has a friend.,E,possessive,146,type5_possessive_1_146,his friend,Attitude Premise
"If Lily finishes work early and his friend takes him out for dinner, it's okay.",Lily has a friend.,E,possessive,146,type5_possessive_1_146,his friend,Conjunction Premise
"Either Lily doesn't finish work early, or he and his friend go out for dinner.",Lily has a friend.,E,possessive,146,type5_possessive_1_146,his friend,Disjunction Premise
"If Lily finishes work early, his friend will take him out for dinner.",Lily has a friend.,E,possessive,146,type5_possessive_1_146,his friend,premise
Joseph believes that his colleagues are excited.,Joseph has colleagues.,E,possessive,147,type5_possessive_1_147,his colleagues,Attitude Premise
"If Joseph gets the job and his colleagues throw him a surprise party, it's okay.",Joseph has colleagues.,E,possessive,147,type5_possessive_1_147,his colleagues,Conjunction Premise
"Either Joseph doesn't get the job, or he and his colleagues throw him a surprise party.",Joseph has colleagues.,E,possessive,147,type5_possessive_1_147,his colleagues,Disjunction Premise
"If Joseph gets the job, his colleagues will throw him a surprise party.",Joseph has colleagues.,E,possessive,147,type5_possessive_1_147,his colleagues,premise
Sandra believes that her brother is dependable.,Sandra has a brother.,E,possessive,148,type5_possessive_1_148,her brother,Attitude Premise
"If Sandra's car breaks down and her brother gives her a ride home from work, it's okay.",Sandra has a brother.,E,possessive,148,type5_possessive_1_148,her brother,Conjunction Premise
"Either Sandra's car doesn't break down, or she and her brother give her a ride home from work.",Sandra has a brother.,E,possessive,148,type5_possessive_1_148,her brother,Disjunction Premise
"If Sandra's car breaks down, her brother will come and give her a ride home from work.",Sandra has a brother.,E,possessive,148,type5_possessive_1_148,her brother,premise
Elijah believes that his colleague is waiting at the hotel.,Elijah has a colleague.,E,possessive,149,type5_possessive_1_149,his colleague,Attitude Premise
"If Elijah attends the conference and his colleague meets him at the hotel, it's okay.",Elijah has a colleague.,E,possessive,149,type5_possessive_1_149,his colleague,Conjunction Premise
"Either Elijah doesn't attend the conference, or he and his colleague meet at the hotel.",Elijah has a colleague.,E,possessive,149,type5_possessive_1_149,his colleague,Disjunction Premise
"If Elijah attends the conference, his colleague will meet him at the hotel.",Elijah has a colleague.,E,possessive,149,type5_possessive_1_149,his colleague,premise
Harper believes that her colleague is waiting outside.,Harper has a colleague.,E,possessive,150,type5_possessive_1_150,her colleague,Attitude Premise
"If Harper finishes her work on time and her colleague drives her home after the office party, it's okay.",Harper has a colleague.,E,possessive,150,type5_possessive_1_150,her colleague,Conjunction Premise
"Either Harper doesn't finish her work on time, or she and her colleague won't drive home after the office party.",Harper has a colleague.,E,possessive,150,type5_possessive_1_150,her colleague,Disjunction Premise
"If Harper finishes her work on time, her colleague will drive her home after the office party.",Harper has a colleague.,E,possessive,150,type5_possessive_1_150,her colleague,premise
