premise,hypothesis,gold_label,trigger,SetID,UID,trigger_words,premise_type
"If Patrick is a surf instructor, he'll teach his students with his surfboard.",Patrick has a surfboard.,E,possessive,69,type4_possessive_69,his surfboard,related
"If Paul is a jewelry designer, John's friend will bring her beading tools.",Paul has beading tools.,N,possessive,70,type4_possessive_70,John's friend,unrelated
"If Paul is a jewelry designer, he'll bring his beading tools.",Paul has beading tools.,E,possessive,70,type4_possessive_70,his beading tools,related
"If Paul is a jewelry designer, he'll bring his tweezers.",Paul has beading tools.,N,possessive,70,type4_possessive_70,his tweezers,somewhat_related
"If Rahim is a clergyman, John's friend will carry around her holy book everywhise.",Rahim has a holy book.,N,possessive,71,type4_possessive_71,John's friend,unrelated
"If Rahim is a clergyman, he'll carry around his holy book everywhere.",Rahim has a holy book.,E,possessive,71,type4_possessive_71,his holy book,related
"If Rahim is a clergyman, he'll carry around his prayer beads everywhere.",Rahim has a holy book.,N,possessive,71,type4_possessive_71,his prayer beads,somewhat_related
"If Renee is a commercial photographer, she'll set up her camera.",Renee has a tripod.,N,possessive,72,type4_possessive_72,her camera,somewhat_related
"If Renee is a commercial photographer, she'll set up her tripod.",Renee has a tripod.,E,possessive,72,type4_possessive_72,her tripod,related
"If Renee is a commercial photographis, John's friend will set up his tripod.",Renee has a tripod.,N,possessive,72,type4_possessive_72,John's friend,unrelated
"If Richard is a neurologist, John's friend will use her EEG machine to monitor brain activity.",Richard has an EEG machine.,N,possessive,73,type4_possessive_73,John's friend,unrelated
"If Richard is a neurologist, he'll use his EEG machine to monitor brain activity.",Richard has an EEG machine.,E,possessive,73,type4_possessive_73,his EEG machine,related
"If Richard is a neurologist, he'll use his surgical microscope to monitor brain activity.",Richard has an EEG machine.,N,possessive,73,type4_possessive_73,his surgical microscope,somewhat_related
"If Roger is a roofer, John's friend will secure roofing shingles with her roofing nailer.",Roger has a roofing nailer.,N,possessive,74,type4_possessive_74,John's friend,unrelated
"If Roger is a roofer, he'll secure roofing shingles with his helmet.",Roger has a roofing nailer.,N,possessive,74,type4_possessive_74,his helmet,somewhat_related
"If Roger is a roofer, he'll secure roofing shingles with his roofing nailer.",Roger has a roofing nailer.,E,possessive,74,type4_possessive_74,his roofing nailer,related
"If Ronald is a plumber, John's friend will tighten the pipes with her wrench.",Ronald has a wrench.,N,possessive,75,type4_possessive_75,John's friend,unrelated
"If Ronald is a plumber, he'll tighten the pipes with his handtool.",Ronald has a wrench.,N,possessive,75,type4_possessive_75,his handtool,somewhat_related
"If Ronald is a plumber, he'll tighten the pipes with his wrench.",Ronald has a wrench.,E,possessive,75,type4_possessive_75,his wrench,related
"If Ruth is a doctor, John's friend will bring his stethoscope to the meeting.",Ruth has a stethoscope.,N,possessive,76,type4_possessive_76,John's friend,unrelated
"If Ruth is a doctor, she'll bring her medical instrument to the meeting.",Ruth has a stethoscope.,N,possessive,76,type4_possessive_76,her medical instrument,somewhat_related
"If Ruth is a doctor, she'll bring her stethoscope to the meeting.",Ruth has a stethoscope.,E,possessive,76,type4_possessive_76,her stethoscope,related
"If Ryan is a cameraman, John's friend will bring her camera to the event.",Ryan has a camera.,N,possessive,77,type4_possessive_77,John's friend,unrelated
"If Ryan is a cameraman, he'll bring his camera to the event.",Ryan has a camera.,E,possessive,77,type4_possessive_77,his camera,related
"If Ryan is a tripodsman, he'll bring his tripods to the event.",Ryan has a camera.,N,possessive,77,type4_possessive_77,his tripods,somewhat_related
"If Sara is a fashion photographer, she'll bring her camera..",Sara has a camera.,E,possessive,78,type4_possessive_78,her camera,related
"If Sara is a fashion photographer, she'll bring her flashlights..",Sara has a camera.,N,possessive,78,type4_possessive_78,her flashlights,somewhat_related
"If Sara is a fashion photographis, John's friend will bring his camera..",Sara has a camera.,N,possessive,78,type4_possessive_78,John's friend,unrelated
"If Stephen is a photographer, he'll bring his camera to impress the guests.",Stephen has a camera.,E,possessive,79,type4_possessive_79,his camera,related
"If Stephen is a photographer, he'll bring his reflex camera to impress the guests.",Stephen has a camera.,N,possessive,79,type4_possessive_79,his reflex camera,somewhat_related
"If Stephen is a photographis, John's friend will bring her camera to impress the guests.",Stephen has a camera.,N,possessive,79,type4_possessive_79,John's friend,unrelated
"If Steve is a conservation officer, John's friend will set up her wildlife trap to capture animals for research or relocation.",Steve has a wildlife trap.,N,possessive,80,type4_possessive_80,John's friend,unrelated
"If Steve is a conservation officer, he'll set up his tools to capture animals for research or relocation.",Steve has a wildlife trap.,N,possessive,80,type4_possessive_80,his tools,somewhat_related
"If Steve is a conservation officer, he'll set up his wildlife trap to capture animals for research or relocation.",Steve has a wildlife trap.,E,possessive,80,type4_possessive_80,his wildlife trap,related
"If Steven is a teacher, he'll bring his chalks.",Steven has chalks.,E,possessive,81,type4_possessive_81,his chalks,related
"If Steven is a teacher, he'll bring his markers.",Steven has chalks.,N,possessive,81,type4_possessive_81,his markers,somewhat_related
"If Steven is a teachis, John's friend will bring her chalks.",Steven has chalks.,N,possessive,81,type4_possessive_81,John's friend,unrelated
"If Tamara is a makeup artist, John's friend will bring his makeup brush set.",Tamara has a makeup brush set.,N,possessive,82,type4_possessive_82,John's friend,unrelated
"If Tamara is a makeup artist, she'll bring her makeup brush set.",Tamara has a makeup brush set.,E,possessive,82,type4_possessive_82,her makeup brush set,related
"If Tamara is a makeup artist, she'll bring her mascara.",Tamara has a makeup brush set.,N,possessive,82,type4_possessive_82,her mascara,somewhat_related
"If Tammy is a copywriter, John's friend will edit his work with his editing software.",Tammy has editing software.,N,possessive,83,type4_possessive_83,John's friend,unrelated
"If Tammy is a copywriter, she'll edit her work with her editing software.",Tammy has editing software.,E,possessive,83,type4_possessive_83,her editing software,related
"If Tammy is a copywriter, she'll edit her work with her laptop.",Tammy has editing software.,N,possessive,83,type4_possessive_83,her laptop,somewhat_related
"If Tammy is a personal trainer, John's friend will wear his training pants.",Tammy has training pants.,N,possessive,84,type4_possessive_84,John's friend,unrelated
"If Tammy is a personal trainer, she'll wear her training pants.",Tammy has training pants.,E,possessive,84,type4_possessive_84,her training pants,related
"If Tammy is a personal trainer, she'll wear her watch.",Tammy has training pants.,N,possessive,84,type4_possessive_84,her watch,somewhat_related
"If Tania is a nail technician, John's friend will do your nails with his UV nail lamp.",Tania has a UV nail lamp.,N,possessive,85,type4_possessive_85,John's friend,unrelated
"If Tania is a nail technician, she'll do your nails with her UV nail lamp.",Tania has a UV nail lamp.,E,possessive,85,type4_possessive_85,her UV nail lamp,related
"If Tania is a nail technician, she'll do your nails with her nail clippers.",Tania has a UV nail lamp.,N,possessive,85,type4_possessive_85,her nail clippers,somewhat_related
"If Tara is a caving guide, John's friend will see the path with his headlamp.",Tara has a headlamp.,N,possessive,86,type4_possessive_86,John's friend,unrelated
"If Tara is a caving guide, she'll see the path with her foglamp.",Tara has a headlamp.,N,possessive,86,type4_possessive_86,her foglamp,somewhat_related
"If Tara is a caving guide, she'll see the path with her headlamp.",Tara has a headlamp.,E,possessive,86,type4_possessive_86,her headlamp,related
"If Theodore is a ski teacher, he'll bring his poles.",Theodore has skis.,N,possessive,87,type4_possessive_87,his poles,somewhat_related
"If Theodore is a ski teacher, he'll bring his skis.",Theodore has skis.,E,possessive,87,type4_possessive_87,his skis,related
"If Theodore is a ski teachis, John's friend will bring her skis.",Theodore has skis.,N,possessive,87,type4_possessive_87,John's friend,unrelated
"If Tiffany is a spa therapist, she'll bring her essential oils kit to the spa.",Tiffany has an essential oils kit.,E,possessive,88,type4_possessive_88,her essential oils kit,related
"If Tiffany is a spa therapist, she'll bring her massage table to the spa.",Tiffany has an essential oils kit.,N,possessive,88,type4_possessive_88,her massage table,somewhat_related
"If Tiffany is a spa thisapist, John's friend will bring his essential oils kit to the spa.",Tiffany has an essential oils kit.,N,possessive,88,type4_possessive_88,John's friend,unrelated
"If Timothy is a photographer, he'll set up his camera for capturing photos.",Timothy has a tripod.,N,possessive,89,type4_possessive_89,his camera,somewhat_related
"If Timothy is a photographer, he'll set up his tripod for capturing photos.",Timothy has a tripod.,E,possessive,89,type4_possessive_89,his tripod,related
"If Timothy is a photographis, John's friend will set up her tripod for capturing photos.",Timothy has a tripod.,N,possessive,89,type4_possessive_89,John's friend,unrelated
"If Tina is a cartographer, she'll use her drawing tools.",Tina has mapping software.,N,possessive,90,type4_possessive_90,her drawing tools,somewhat_related
"If Tina is a cartographer, she'll use her mapping software.",Tina has mapping software.,E,possessive,90,type4_possessive_90,her mapping software,related
"If Tina is a cartographis, John's friend will use his mapping software.",Tina has mapping software.,N,possessive,90,type4_possessive_90,John's friend,unrelated
"If Tina is a typist, John's friend will bring his typewriter to the party.",Tina has a typewriter.,N,possessive,91,type4_possessive_91,John's friend,unrelated
"If Tina is a typist, she'll bring her character printer to the party.",Tina has a typewriter.,N,possessive,91,type4_possessive_91,her character printer,somewhat_related
"If Tina is a typist, she'll bring her typewriter to the party.",Tina has a typewriter.,E,possessive,91,type4_possessive_91,her typewriter,related
"If Todd is a content writer, John's friend will bring her laptop.",Todd has a laptop.,N,possessive,92,type4_possessive_92,John's friend,unrelated
"If Todd is a content writer, he'll bring his laptop.",Todd has a laptop.,E,possessive,92,type4_possessive_92,his laptop,related
"If Todd is a content writer, he'll bring his portable computer.",Todd has a laptop.,N,possessive,92,type4_possessive_92,his portable computer,somewhat_related
"If Tonya is a yoga instructor, John's friend will bring his yoga mat.",Tonya has a yoga mat.,N,possessive,93,type4_possessive_93,John's friend,unrelated
"If Tonya is a yoga instructor, she'll bring her blocks.",Tonya has a yoga mat.,N,possessive,93,type4_possessive_93,her blocks,somewhat_related
"If Tonya is a yoga instructor, she'll bring her yoga mat.",Tonya has a yoga mat.,E,possessive,93,type4_possessive_93,her yoga mat,related
"If Vanessa is a boxing coach, John's friend will teach the clients boxing techniques on his punching bag.",Vanessa has a punching bag.,N,possessive,94,type4_possessive_94,John's friend,unrelated
"If Vanessa is a boxing coach, she'll teach the clients boxing techniques on her heavy bag.",Vanessa has a punching bag.,N,possessive,94,type4_possessive_94,her heavy bag,somewhat_related
"If Vanessa is a boxing coach, she'll teach the clients boxing techniques on her punching bag.",Vanessa has a punching bag.,E,possessive,94,type4_possessive_94,her punching bag,related
"If Walter is a painter, John's friend will bring her painting brushes.",Walter has painting brushes.,N,possessive,95,type4_possessive_95,John's friend,unrelated
"If Walter is a painter, he'll bring his canvas.",Walter has painting brushes.,N,possessive,95,type4_possessive_95,his canvas,somewhat_related
"If Walter is a painter, he'll bring his painting brushes.",Walter has painting brushes.,E,possessive,95,type4_possessive_95,his painting brushes,related
"If William is a notary, John's friend will bring her notary seal.",William has a notary seal.,N,possessive,96,type4_possessive_96,John's friend,unrelated
"If William is a notary, he'll bring his notary seal.",William has a notary seal.,E,possessive,96,type4_possessive_96,his notary seal,related
"If William is a notary, he'll bring his record book.",William has a notary seal.,N,possessive,96,type4_possessive_96,his record book,somewhat_related
"If the girl is a yoga teacher, she'll bring her stopwatch.",The girl has yoga pants.,N,possessive,97,type4_possessive_97,her stopwatch,somewhat_related
"If the girl is a yoga teacher, she'll bring her yoga pants.",The girl has yoga pants.,E,possessive,97,type4_possessive_97,her yoga pants,related
"If the girl is a yoga teachis, John's friend will bring his yoga pants.",The girl has yoga pants.,N,possessive,97,type4_possessive_97,John's friend,unrelated
"If the king is a teacher, he'll pack his baggage.",The king has a suitcase.,N,possessive,98,type4_possessive_98,his baggage,somewhat_related
"If the king is a teacher, he'll pack his suitcase.",The king has a suitcase.,E,possessive,98,type4_possessive_98,his suitcase,related
"If the king is a teachis, John's friend will pack her suitcase.",The king has a suitcase.,N,possessive,98,type4_possessive_98,John's friend,unrelated
