premise,hypothesis,gold_label,trigger,SetID,UID,trigger_words,premise_type
"If David arrives early, his friend will give him a ride to the concert.",David has a friend.,E,possessive,92,type5P_possessive_92,his friend,related
"If David attends the conference, Tina's friend will meet him at the hotel.",David has a colleague.,N,possessive,93,type5P_possessive_93,Tina's friend,unrelated
"If David attends the conference, his colleague will meet him at the hotel.",David has a colleague.,E,possessive,93,type5P_possessive_93,his colleague,related
"If David attends the conference, his teammate will meet him at the hotel.",David has a colleague.,N,possessive,93,type5P_possessive_93,his teammate,somewhat_related
"If David graduates from college, Tina's friend will take him out to celebrate.",David has parents.,N,possessive,94,type5P_possessive_94,Tina's friend,unrelated
"If David graduates from college, his guardians will take him out to celebrate.",David has parents.,N,possessive,94,type5P_possessive_94,his guardians,somewhat_related
"If David graduates from college, his parents will take him out to celebrate.",David has parents.,E,possessive,94,type5P_possessive_94,his parents,related
"If David needs a ride, Tina's friend will drive him to the concert.",David has a friend.,N,possessive,95,type5P_possessive_95,Tina's friend,unrelated
"If David needs a ride, his acquaintance will drive him to the concert.",David has a friend.,N,possessive,95,type5P_possessive_95,his acquaintance,somewhat_related
"If David needs a ride, his friend will drive him to the concert.",David has a friend.,E,possessive,95,type5P_possessive_95,his friend,related
"If David passes his driving test, Tina's friend will buy him a car.",David has parents.,N,possessive,96,type5P_possessive_96,Tina's friend,unrelated
"If David passes his driving test, his guardians will buy him a car.",David has parents.,N,possessive,96,type5P_possessive_96,his guardians,somewhat_related
"If David passes his driving test, his parents will buy him a car.",David has parents.,E,possessive,96,type5P_possessive_96,his parents,related
"If Donald's flight is delayed, Tina's friend will cover for him at the meeting.",Donald has a colleague.,N,possessive,97,type5P_possessive_97,Tina's friend,unrelated
"If Donald's flight is delayed, his colleague will cover for him at the meeting.",Donald has a colleague.,E,possessive,97,type5P_possessive_97,his colleague,related
"If Donald's flight is delayed, his teammate will cover for him at the meeting.",Donald has a colleague.,N,possessive,97,type5P_possessive_97,his teammate,somewhat_related
"If Donna car breaks down, Tina's friend will drive her to work.",Donna has a brother.,N,possessive,98,type5P_possessive_98,Tina's friend,unrelated
"If Donna car breaks down, her brother will drive her to work.",Donna has a brother.,E,possessive,98,type5P_possessive_98,her brother,related
"If Donna car breaks down, her sibling will drive her to work.",Donna has a brother.,N,possessive,98,type5P_possessive_98,her sibling,somewhat_related
"If Donna completes her project on time, Tina's friend will give her a bonus.",Donna has a manager.,N,possessive,99,type5P_possessive_99,Tina's friend,unrelated
"If Donna completes her project on time, her director will give her a bonus.",Donna has a manager.,N,possessive,99,type5P_possessive_99,her director,somewhat_related
"If Donna completes her project on time, her manager will give her a bonus.",Donna has a manager.,E,possessive,99,type5P_possessive_99,her manager,related
"If Donna decides to move to the city, Tina's friend will help her find a new apartment.",Donna has a best friend.,N,possessive,100,type5P_possessive_100,Tina's friend,unrelated
"If Donna decides to move to the city, her acquaintance will help her find a new apartment.",Donna has a best friend.,N,possessive,100,type5P_possessive_100,her acquaintance,somewhat_related
"If Donna decides to move to the city, her best friend will help her find a new apartment.",Donna has a best friend.,E,possessive,100,type5P_possessive_100,her best friend,related
"If Donna finishes her work early, Tina's friend will drive her to the conference.",Donna has a colleague.,N,possessive,101,type5P_possessive_101,Tina's friend,unrelated
"If Donna finishes her work early, Tina's friend will treat her to lunch.",Donna has colleagues.,N,possessive,101,type5P_possessive_101,Tina's friend,unrelated
"If Donna finishes her work early, her colleague will drive her to the conference.",Donna has a colleague.,E,possessive,101,type5P_possessive_101,her colleague,related
"If Donna finishes her work early, her colleagues will treat her to lunch.",Donna has colleagues.,E,possessive,102,type5P_possessive_102,her colleagues,related
"If Donna finishes her work early, her teammate will drive her to the conference.",Donna has a colleague.,N,possessive,102,type5P_possessive_102,her teammate,somewhat_related
"If Donna finishes her work early, her teammates will treat her to lunch.",Donna has colleagues.,N,possessive,102,type5P_possessive_102,her teammates,somewhat_related
"If Donna's car breaks down, Tina's friend will give her a ride to the concert.",Donna has a friend.,N,possessive,103,type5P_possessive_103,Tina's friend,unrelated
"If Donna's car breaks down, her acquaintance will give her a ride to the concert.",Donna has a friend.,N,possessive,103,type5P_possessive_103,her acquaintance,somewhat_related
"If Donna's car breaks down, her friend will give her a ride to the concert.",Donna has a friend.,E,possessive,103,type5P_possessive_103,her friend,related
"If Dorothy car breaks down, Tina's friend will come to give her a ride home.",Dorothy has a brother.,N,possessive,104,type5P_possessive_104,Tina's friend,unrelated
"If Dorothy car breaks down, her brother will come to give her a ride home.",Dorothy has a brother.,E,possessive,104,type5P_possessive_104,her brother,related
"If Dorothy car breaks down, her sibling will come to give her a ride home.",Dorothy has a brother.,N,possessive,104,type5P_possessive_104,her sibling,somewhat_related
"If Dorothy finishes her meeting early, Tina's friend will drive her home.",Dorothy has a colleague.,N,possessive,105,type5P_possessive_105,Tina's friend,unrelated
"If Dorothy finishes her meeting early, her colleague will drive her home.",Dorothy has a colleague.,E,possessive,105,type5P_possessive_105,her colleague,related
"If Dorothy finishes her meeting early, her teammate will drive her home.",Dorothy has a colleague.,N,possessive,105,type5P_possessive_105,her teammate,somewhat_related
"If Dorothy finishes his presentation early, Tina's friend will treat him to lunch.",Dorothy has a colleague.,N,possessive,106,type5P_possessive_106,Tina's friend,unrelated
"If Dorothy finishes his presentation early, his colleague will treat him to lunch.",Dorothy has a colleague.,E,possessive,106,type5P_possessive_106,his colleague,related
"If Dorothy finishes his presentation early, his teammate will treat him to lunch.",Dorothy has a colleague.,N,possessive,106,type5P_possessive_106,his teammate,somewhat_related
"If Dorothy finishes his work on time, Tina's friend will celebrate with him at the office.",Dorothy has colleagues.,N,possessive,107,type5P_possessive_107,Tina's friend,unrelated
"If Dorothy finishes his work on time, his colleagues will celebrate with him at the office.",Dorothy has colleagues.,E,possessive,107,type5P_possessive_107,his colleagues,related
"If Dorothy finishes his work on time, his teammates will celebrate with him at the office.",Dorothy has colleagues.,N,possessive,107,type5P_possessive_107,his teammates,somewhat_related
"If Dorothy graduates, Tina's friend will throw her a big celebration party.",Dorothy has parents.,N,possessive,108,type5P_possessive_108,Tina's friend,unrelated
"If Dorothy graduates, her guardians will throw her a big celebration party.",Dorothy has parents.,N,possessive,108,type5P_possessive_108,her guardians,somewhat_related
"If Dorothy graduates, her parents will throw her a big celebration party.",Dorothy has parents.,E,possessive,108,type5P_possessive_108,her parents,related
"If Dorothy lands in New York, Tina's friend  will be waiting for her at the airport.",Dorothy has a husband.,N,possessive,109,type5P_possessive_109,Tina's friend,unrelated
"If Dorothy lands in New York, her husband will be waiting for her at the airport.",Dorothy has a husband.,E,possessive,109,type5P_possessive_109,her husband,related
"If Dorothy lands in New York, her partner will be waiting for her at the airport.",Dorothy has a husband.,N,possessive,109,type5P_possessive_109,her partner,somewhat_related
"If Dorothy wins the award, Tina's friend will throw her a surprise party.",Dorothy has colleagues.,N,possessive,110,type5P_possessive_110,Tina's friend,unrelated
"If Dorothy wins the award, her colleagues will throw her a surprise party.",Dorothy has colleagues.,E,possessive,110,type5P_possessive_110,her colleagues,related
"If Dorothy wins the award, her teammates will throw her a surprise party.",Dorothy has colleagues.,N,possessive,110,type5P_possessive_110,her teammates,somewhat_related
"If Elijah agrees to the job offer, Tina's friend will help him move to the new city.",Elijah has a best friend.,N,possessive,111,type5P_possessive_111,Tina's friend,unrelated
"If Elijah agrees to the job offer, his acquaintance will help him move to the new city.",Elijah has a best friend.,N,possessive,111,type5P_possessive_111,his acquaintance,somewhat_related
"If Elijah agrees to the job offer, his best friend will help him move to the new city.",Elijah has a best friend.,E,possessive,111,type5P_possessive_111,his best friend,related
"If Elijah agrees to visit, Tina's friend will drive him to the concert.",Elijah has a friend.,N,possessive,112,type5P_possessive_112,Tina's friend,unrelated
"If Elijah agrees to visit, his acquaintance will drive him to the concert.",Elijah has a friend.,N,possessive,112,type5P_possessive_112,his acquaintance,somewhat_related
"If Elijah agrees to visit, his friend will drive him to the concert.",Elijah has a friend.,E,possessive,112,type5P_possessive_112,his friend,related
"If Elijah arrives early, Tina's friend will meet him at the train station.",Elijah has a coworker.,N,possessive,113,type5P_possessive_113,Tina's friend,unrelated
"If Elijah arrives early, his coworker will meet him at the train station.",Elijah has a coworker.,E,possessive,113,type5P_possessive_113,his coworker,related
"If Elijah arrives early, hisassociate will meet him at the train station.",Elijah has a coworker.,N,possessive,113,type5P_possessive_113,his associate,somewhat_related
"If Elijah attends the conference, Tina's friend will meet him at the hotel.",Elijah has a colleague.,N,possessive,114,type5P_possessive_114,Tina's friend,unrelated
"If Elijah attends the conference, Tina's friend will meet him at the hotel.",Elijah has a colleague.,N,possessive,114,type5P_possessive_114,Tina's friend,unrelated
"If Elijah attends the conference, his colleague will meet him at the hotel.",Elijah has a colleague.,E,possessive,114,type5P_possessive_114,his colleague,related
"If Elijah attends the conference, his colleague will meet him at the hotel.",Elijah has a colleague.,E,possessive,115,type5P_possessive_115,his colleague,related
"If Elijah attends the conference, his teammate will meet him at the hotel.",Elijah has a colleague.,N,possessive,115,type5P_possessive_115,his teammate,somewhat_related
"If Elijah attends the conference, his teammate will meet him at the hotel.",Elijah has a colleague.,N,possessive,115,type5P_possessive_115,his teammate,somewhat_related
"If Elizabeth finishes her exam early, Tina's friend will give her a ride home.",Elizabeth has a friend.,N,possessive,116,type5P_possessive_116,Tina's friend,unrelated
"If Elizabeth finishes her exam early, her acquaintance will give her a ride home.",Elizabeth has a friend.,N,possessive,116,type5P_possessive_116,her acquaintance,somewhat_related
"If Elizabeth finishes her exam early, her friend will give her a ride home.",Elizabeth has a friend.,E,possessive,116,type5P_possessive_116,her friend,related
"If Elizabeth finishes her presentation early, Tina's friend will take her out for celebratory drinks.",Elizabeth has colleagues.,N,possessive,117,type5P_possessive_117,Tina's friend,unrelated
"If Elizabeth finishes her presentation early, her colleagues will take her out for celebratory drinks.",Elizabeth has colleagues.,E,possessive,117,type5P_possessive_117,her colleagues,related
"If Elizabeth finishes her presentation early, her teammates will take her out for celebratory drinks.",Elizabeth has colleagues.,N,possessive,117,type5P_possessive_117,her teammates,somewhat_related
"If Elizabeth finishes work early, Tina's friend will give him a ride home.",Elizabeth has a friend.,N,possessive,118,type5P_possessive_118,Tina's friend,unrelated
"If Elizabeth finishes work early, his acquaintance will give him a ride home.",Elizabeth has a friend.,N,possessive,118,type5P_possessive_118,his acquaintance,somewhat_related
"If Elizabeth finishes work early, his friend will give him a ride home.",Elizabeth has a friend.,E,possessive,118,type5P_possessive_118,his friend,related
"If Elizabeth travels to Paris, Tina's friend will meet her at the Eiffel Tower.",Elizabeth has a best friend.,N,possessive,119,type5P_possessive_119,Tina's friend,unrelated
"If Elizabeth travels to Paris, her acquaintance will meet her at the Eiffel Tower.",Elizabeth has a best friend.,N,possessive,119,type5P_possessive_119,her acquaintance,somewhat_related
"If Elizabeth travels to Paris, her best friend will meet her at the Eiffel Tower.",Elizabeth has a best friend.,E,possessive,119,type5P_possessive_119,her best friend,related
"If Ella decides to attend the concert, Tina's friend will drive her to the venue.",Ella has a best friend.,N,possessive,120,type5P_possessive_120,Tina's friend,unrelated
"If Ella decides to attend the concert, her acquaintance will drive her to the venue.",Ella has a best friend.,N,possessive,120,type5P_possessive_120,her acquaintance,somewhat_related
"If Ella decides to attend the concert, her best friend will drive her to the venue.",Ella has a best friend.,E,possessive,120,type5P_possessive_120,her best friend,related
"If Ella finishes her exams early, Tina's friend will take her out for a celebratory dinner.",Ella has friends.,N,possessive,121,type5P_possessive_121,Tina's friend,unrelated
"If Ella finishes her exams early, her acquaintances will take her out for a celebratory dinner.",Ella has friends.,N,possessive,121,type5P_possessive_121,her acquaintances,somewhat_related
"If Ella finishes her exams early, her friends will take her out for a celebratory dinner.",Ella has friends.,E,possessive,121,type5P_possessive_121,her friends,related
"If Ella finishes his meeting early, Tina's friend will take him out for dinner.",Ella has colleagues.,N,possessive,122,type5P_possessive_122,Tina's friend,unrelated
"If Ella finishes his meeting early, his colleagues will take him out for dinner.",Ella has colleagues.,E,possessive,122,type5P_possessive_122,his colleagues,related
"If Ella finishes his meeting early, his teammates will take him out for dinner.",Ella has colleagues.,N,possessive,122,type5P_possessive_122,his teammates,somewhat_related
"If Ella lands in New York, Tina's friend will be waiting for her at the airport.",Ella has a friend.,N,possessive,123,type5P_possessive_123,Tina's friend,unrelated
"If Ella lands in New York, her acquaintance will be waiting for her at the airport.",Ella has a friend.,N,possessive,123,type5P_possessive_123,her acquaintance,somewhat_related
"If Ella lands in New York, her friend will be waiting for her at the airport.",Ella has a friend.,E,possessive,123,type5P_possessive_123,her friend,related
"If Ella misses the bus, Tina's friend will give her a ride to school.",Ella has a friend.,N,possessive,124,type5P_possessive_124,Tina's friend,unrelated
"If Ella misses the bus, her acquaintance will give her a ride to school.",Ella has a friend.,N,possessive,124,type5P_possessive_124,her acquaintance,somewhat_related
"If Ella misses the bus, her friend will give her a ride to school.",Ella has a friend.,E,possessive,124,type5P_possessive_124,her friend,related
"If Ella's students study hard, Tina's friend will praise them for their dedication.",Ella has students.,N,possessive,125,type5P_possessive_125,Tina's friend,unrelated
"If Ella's students study hard, their teacher will praise them for their dedication.",Ella has students.,E,possessive,125,type5P_possessive_125,their teacher,related
"If Ella's tutees study hard, their teacher will praise them for their dedication.",Ella has students.,N,possessive,125,type5P_possessive_125,their teacher,somewhat_related
"If Emily finishes her exam early, Tina's friend will treat her to lunch.",Emily has a best friend.,N,possessive,126,type5P_possessive_126,Tina's friend,unrelated
"If Emily finishes her exam early, her acquaintance will treat her to lunch.",Emily has a best friend.,N,possessive,126,type5P_possessive_126,her acquaintance,somewhat_related
"If Emily finishes her exam early, her best friend will treat her to lunch.",Emily has a best friend.,E,possessive,126,type5P_possessive_126,her best friend,related
"If Emily finishes her meeting early, Tina's friend will give her a ride home.",Emily has a colleague.,N,possessive,127,type5P_possessive_127,Tina's friend,unrelated
"If Emily finishes her meeting early, her colleague will give her a ride home.",Emily has a colleague.,E,possessive,127,type5P_possessive_127,her colleague,related
"If Emily finishes her meeting early, her teammate will give her a ride home.",Emily has a colleague.,N,possessive,127,type5P_possessive_127,her teammate,somewhat_related
"If Emily finishes her work early, Tina's friend will cover her shift at the hospital.",Emily has a colleague.,N,possessive,128,type5P_possessive_128,Tina's friend,unrelated
"If Emily finishes her work early, Tina's friend will join her for lunch.",Emily has a colleague.,N,possessive,128,type5P_possessive_128,Tina's friend,unrelated
"If Emily finishes her work early, Tina's friend will take her out for dinner.",Emily has a friend.,N,possessive,128,type5P_possessive_128,Tina's friend,unrelated
"If Emily finishes her work early, her acquaintance will take her out for dinner.",Emily has a friend.,N,possessive,129,type5P_possessive_129,her acquaintance,somewhat_related
"If Emily finishes her work early, her colleague will cover her shift at the hospital.",Emily has a colleague.,E,possessive,129,type5P_possessive_129,her colleague,related
"If Emily finishes her work early, her colleague will join her for lunch.",Emily has a colleague.,E,possessive,129,type5P_possessive_129,her colleague,related
"If Emily finishes her work early, her friend will take her out for dinner.",Emily has a friend.,E,possessive,130,type5P_possessive_130,her friend,related
"If Emily finishes her work early, her teammate will cover her shift at the hospital.",Emily has a colleague.,N,possessive,130,type5P_possessive_130,her shift at the hospital,somewhat_related
"If Emily finishes her work early, her teammate will join her for lunch.",Emily has a colleague.,N,possessive,130,type5P_possessive_130,her teammate,somewhat_related
"If Emily finishes work early, Tina's friend  will cook dinner for her.",Emily has a husband.,N,possessive,131,type5P_possessive_131,Tina's friend,unrelated
"If Emily finishes work early, her husband will cook dinner for her.",Emily has a husband.,E,possessive,131,type5P_possessive_131,her husband,related
"If Emily finishes work early, her partner will cook dinner for her.",Emily has a husband.,N,possessive,131,type5P_possessive_131,her partner,somewhat_related
"If Emily lands in Los Angeles, Tina's friend will be waiting to greet him at the airport.",Emily has a brother.,N,possessive,132,type5P_possessive_132,Tina's friend,unrelated
"If Emily lands in Los Angeles, his brother will be waiting to greet him at the airport.",Emily has a brother.,E,possessive,132,type5P_possessive_132,his brother,related
"If Emily lands in Los Angeles, his sibling will be waiting to greet him at the airport.",Emily has a brother.,N,possessive,132,type5P_possessive_132,his sibling,somewhat_related
"If Emily passes her driving test, Tina's friend will take her out for a celebratory dinner.",Emily has a best friend.,N,possessive,133,type5P_possessive_133,Tina's friend,unrelated
"If Emily passes her driving test, her acquaintance will take her out for a celebratory dinner.",Emily has a best friend.,N,possessive,133,type5P_possessive_133,her acquaintance,somewhat_related
"If Emily passes her driving test, her best friend will take her out for a celebratory dinner.",Emily has a best friend.,E,possessive,133,type5P_possessive_133,her best friend,related
"If Emily takes the bus, Tina's friend will meet her at the station.",Emily has a brother.,N,possessive,134,type5P_possessive_134,Tina's friend,unrelated
"If Emily takes the bus, her brother will meet her at the station.",Emily has a brother.,E,possessive,134,type5P_possessive_134,her brother,related
"If Emily takes the bus, her sibling will meet her at the station.",Emily has a brother.,N,possessive,134,type5P_possessive_134,her sibling,somewhat_related
"If Emily's car breaks down, Tina's friend will drive her to work.",Emily has a friend.,N,possessive,135,type5P_possessive_135,Tina's friend,unrelated
"If Emily's car breaks down, her acquaintance will drive her to work.",Emily has a friend.,N,possessive,135,type5P_possessive_135,her acquaintance,somewhat_related
"If Emily's car breaks down, her friend will drive her to work.",Emily has a friend.,E,possessive,135,type5P_possessive_135,her friend,related
"If Emma decides to attend the concert, Tina's friend will accompany her to the venue.",Emma has a best friend.,N,possessive,136,type5P_possessive_136,Tina's friend,unrelated
"If Emma decides to attend the concert, her acquaintance will accompany her to the venue.",Emma has a best friend.,N,possessive,136,type5P_possessive_136,her acquaintance,somewhat_related
"If Emma decides to attend the concert, her best friend will accompany her to the venue.",Emma has a best friend.,E,possessive,136,type5P_possessive_136,her best friend,related
"If Emma finishes her work on time, Tina's friend will give her a promotion.",Emma has a boss.,N,possessive,137,type5P_possessive_137,Tina's friend,unrelated
"If Emma finishes her work on time, her boss will give her a promotion.",Emma has a boss.,E,possessive,137,type5P_possessive_137,her boss,related
"If Emma finishes her work on time, her director will give her a promotion.",Emma has a boss.,N,possessive,137,type5P_possessive_137,her director,somewhat_related
"If Emma finishes his work early, Tina's friend will treat him to lunch.",Emma has colleagues.,N,possessive,138,type5P_possessive_138,Tina's friend,unrelated
"If Emma finishes his work early, his colleagues will treat him to lunch.",Emma has colleagues.,E,possessive,138,type5P_possessive_138,his colleagues,related
"If Emma finishes his work early, his teammates will treat him to lunch.",Emma has colleagues.,N,possessive,138,type5P_possessive_138,his teammates,somewhat_related
"If Emma lands in New York, Tina's friend will drive her to the hotel.",Emma has a friend.,N,possessive,139,type5P_possessive_139,Tina's friend,unrelated
"If Emma lands in New York, her acquaintance will drive her to the hotel.",Emma has a friend.,N,possessive,139,type5P_possessive_139,her acquaintance,somewhat_related
"If Emma lands in New York, her friend will drive her to the hotel.",Emma has a friend.,E,possessive,139,type5P_possessive_139,her friend,related
"If Emma travels to New York, Tina's friend will meet him at the train station.",Emma has a brother.,N,possessive,140,type5P_possessive_140,Tina's friend,unrelated
"If Emma travels to New York, his brother will meet him at the train station.",Emma has a brother.,E,possessive,140,type5P_possessive_140,his brother,related
"If Emma travels to New York, his sibling will meet him at the train station.",Emma has a brother.,N,possessive,140,type5P_possessive_140,his sibling,somewhat_related
"If Ethan arrives early, Tina's friend will show him around the office.",Ethan has a colleague.,N,possessive,141,type5P_possessive_141,Tina's friend,unrelated
"If Ethan arrives early, his colleague will show him around the office.",Ethan has a colleague.,E,possessive,141,type5P_possessive_141,his colleague,related
"If Ethan arrives early, his teammate will show him around the office.",Ethan has a colleague.,N,possessive,141,type5P_possessive_141,his teammate,somewhat_related
"If Ethan arrives on time, Tina's friend will give him a ride to the meeting.",Ethan has a colleague.,N,possessive,142,type5P_possessive_142,Tina's friend,unrelated
"If Ethan arrives on time, his colleague will give him a ride to the meeting.",Ethan has a colleague.,E,possessive,142,type5P_possessive_142,his colleague,related
"If Ethan arrives on time, his teammate will give him a ride to the meeting.",Ethan has a colleague.,N,possessive,142,type5P_possessive_142,his teammate,somewhat_related
"If Ethan attends the conference, Tina's friend will share a hotel room with him.",Ethan has a colleague.,N,possessive,143,type5P_possessive_143,Tina's friend,unrelated
"If Ethan attends the conference, his colleague will share a hotel room with him.",Ethan has a colleague.,E,possessive,143,type5P_possessive_143,his colleague,related
"If Ethan attends the conference, his teammate will share a hotel room with him.",Ethan has a colleague.,N,possessive,143,type5P_possessive_143,his teammate,somewhat_related
"If Evelyn decides to move to the new city, Tina's friend will help her find an apartment.",Evelyn has a best friend.,N,possessive,144,type5P_possessive_144,Tina's friend,unrelated
"If Evelyn decides to move to the new city, her acquaintance will help her find an apartment.",Evelyn has a best friend.,N,possessive,144,type5P_possessive_144,her acquaintance,somewhat_related
"If Evelyn decides to move to the new city, her best friend will help her find an apartment.",Evelyn has a best friend.,E,possessive,144,type5P_possessive_144,her best friend,related
"If Evelyn finishes her work early, Tina's friend will take her out for lunch.",Evelyn has a colleague.,N,possessive,145,type5P_possessive_145,Tina's friend,unrelated
"If Evelyn finishes her work early, her colleague will take her out for lunch.",Evelyn has a colleague.,E,possessive,145,type5P_possessive_145,her colleague,related
"If Evelyn finishes her work early, her teammate will take her out for lunch.",Evelyn has a colleague.,N,possessive,145,type5P_possessive_145,her teammate,somewhat_related
"If Evelyn finishes his work on time, Tina's friend will give him a bonus.",Evelyn has a boss.,N,possessive,146,type5P_possessive_146,Tina's friend,unrelated
"If Evelyn finishes his work on time, his boss will give him a bonus.",Evelyn has a boss.,E,possessive,146,type5P_possessive_146,his boss,related
"If Evelyn finishes his work on time, his director will give him a bonus.",Evelyn has a boss.,N,possessive,146,type5P_possessive_146,his director,somewhat_related
"If Evelyn lands in New York, Tina's friend will greet her at the airport.",Evelyn has a best friend.,N,possessive,147,type5P_possessive_147,Tina's friend,unrelated
"If Evelyn lands in New York, her acquaintance will greet her at the airport.",Evelyn has a best friend.,N,possessive,147,type5P_possessive_147,her acquaintance,somewhat_related
"If Evelyn lands in New York, her best friend will greet her at the airport.",Evelyn has a best friend.,E,possessive,147,type5P_possessive_147,her best friend,related
"If Evelyn's flight arrives on time, Tina's friend will be waiting for her at the baggage claim.",Evelyn has a friend.,N,possessive,148,type5P_possessive_148,Tina's friend,unrelated
"If Evelyn's flight arrives on time, her acquaintance will be waiting for her at the baggage claim.",Evelyn has a friend.,N,possessive,148,type5P_possessive_148,her acquaintance,somewhat_related
"If Evelyn's flight arrives on time, her friend will be waiting for her at the baggage claim.",Evelyn has a friend.,E,possessive,148,type5P_possessive_148,her friend,related
"If Grace arrives on time, Tina's friend will be waiting for him at the train station.",Grace has a brother.,N,possessive,149,type5P_possessive_149,Tina's friend,unrelated
"If Grace arrives on time, his brother will be waiting for him at the train station.",Grace has a brother.,E,possessive,149,type5P_possessive_149,his brother,related
"If Grace arrives on time, his sibling will be waiting for him at the train station.",Grace has a brother.,N,possessive,149,type5P_possessive_149,his sibling,somewhat_related
"If Grace finishes her work early, Tina's friend will take her out for lunch.",Grace has colleagues.,N,possessive,150,type5P_possessive_150,Tina's friend,unrelated
"If Grace finishes her work early, her colleagues will take her out for lunch.",Grace has colleagues.,E,possessive,150,type5P_possessive_150,her colleagues,related
"If Grace finishes her work early, her teammates will take her out for lunch.",Grace has colleagues.,N,possessive,150,type5P_possessive_150,her teammates,somewhat_related
"If Grace finishes his meeting early, Tina's friend will drive him to the client's office for the presentation.",Grace has a colleague.,N,possessive,151,type5P_possessive_151,Tina's friend,unrelated
"If Grace finishes his meeting early, his colleague will drive him to the client's office for the presentation.",Grace has a colleague.,E,possessive,151,type5P_possessive_151,his colleague,related
"If Grace finishes his meeting early, his teammate will drive him to the client's office for the presentation.",Grace has a colleague.,N,possessive,151,type5P_possessive_151,the client's office,somewhat_related
"If Grace misses the bus, Tina's friend will give her a ride to work.",Grace has a friend.,N,possessive,152,type5P_possessive_152,Tina's friend,unrelated
"If Grace misses the bus, her acquaintance will give her a ride to work.",Grace has a friend.,N,possessive,152,type5P_possessive_152,her acquaintance,somewhat_related
"If Grace misses the bus, her friend will give her a ride to work.",Grace has a friend.,E,possessive,152,type5P_possessive_152,her friend,related
"If Grace studies abroad, Tina's friend will visit her during the holidays.",Grace has parents.,N,possessive,153,type5P_possessive_153,Tina's friend,unrelated
"If Grace studies abroad, her guardians will visit her during the holidays.",Grace has parents.,N,possessive,153,type5P_possessive_153,her guardians,somewhat_related
"If Grace studies abroad, her parents will visit her during the holidays.",Grace has parents.,E,possessive,153,type5P_possessive_153,her parents,related
"If Grace's flight is delayed, Tina's friend will wait for her at the airport.",Grace has a best friend.,N,possessive,154,type5P_possessive_154,Tina's friend,unrelated
"If Grace's flight is delayed, her acquaintance will wait for her at the airport.",Grace has a best friend.,N,possessive,154,type5P_possessive_154,her acquaintance,somewhat_related
"If Grace's flight is delayed, her best friend will wait for her at the airport.",Grace has a best friend.,E,possessive,154,type5P_possessive_154,her best friend,related
"If Grace's package arrives early, Tina's friend will sign for it.",Grace has a neighbor.,N,possessive,155,type5P_possessive_155,Tina's friend,unrelated
"If Grace's package arrives early, her nearby resident will sign for it.",Grace has a neighbor.,N,possessive,155,type5P_possessive_155,her nearby resident,somewhat_related
"If Grace's package arrives early, her neighbor will sign for it.",Grace has a neighbor.,E,possessive,155,type5P_possessive_155,her neighbor,related
"If Hannah car breaks down, Tina's friend  will come to pick her up on the side of the road.",Hannah has a husband.,N,possessive,156,type5P_possessive_156,Tina's friend,unrelated
"If Hannah car breaks down, her husband will come to pick her up on the side of the road.",Hannah has a husband.,E,possessive,156,type5P_possessive_156,her husband,related
"If Hannah car breaks down, her partner will come to pick her up on the side of the road.",Hannah has a husband.,N,possessive,156,type5P_possessive_156,her partner,somewhat_related
"If Hannah completes her project on time, Tina's friend will give her a promotion.",Hannah has a boss.,N,possessive,157,type5P_possessive_157,Tina's friend,unrelated
"If Hannah completes her project on time, her boss will give her a promotion.",Hannah has a boss.,E,possessive,157,type5P_possessive_157,her boss,related
"If Hannah completes her project on time, her director will give her a promotion.",Hannah has a boss.,N,possessive,157,type5P_possessive_157,her director,somewhat_related
"If Hannah finishes her work early, Tina's friend will allow her to leave the office.",Hannah has a boss.,N,possessive,158,type5P_possessive_158,Tina's friend,unrelated
"If Hannah finishes her work early, Tina's friend will take her out for lunch.",Hannah has colleagues.,N,possessive,158,type5P_possessive_158,Tina's friend,unrelated
"If Hannah finishes her work early, her boss will allow her to leave the office.",Hannah has a boss.,E,possessive,158,type5P_possessive_158,her boss,related
"If Hannah finishes her work early, her colleagues will take her out for lunch.",Hannah has colleagues.,E,possessive,159,type5P_possessive_159,her colleagues,related
"If Hannah finishes her work early, her director will allow her to leave the office.",Hannah has a boss.,N,possessive,159,type5P_possessive_159,her director,somewhat_related
"If Hannah finishes her work early, her teammates will take her out for lunch.",Hannah has colleagues.,N,possessive,159,type5P_possessive_159,her teammates,somewhat_related
"If Hannah's car breaks down, Tina's friend will come to give her a ride to work.",Hannah has a brother.,N,possessive,160,type5P_possessive_160,Tina's friend,unrelated
"If Hannah's car breaks down, her brother will come to give her a ride to work.",Hannah has a brother.,E,possessive,160,type5P_possessive_160,her brother,related
"If Hannah's car breaks down, her sibling will come to give her a ride to work.",Hannah has a brother.,N,possessive,160,type5P_possessive_160,her sibling,somewhat_related
"If Harper arrives early, Tina's friend will meet her at the train station.",Harper has a friend.,N,possessive,161,type5P_possessive_161,Tina's friend,unrelated
"If Harper arrives early, her acquaintance will meet her at the train station.",Harper has a friend.,N,possessive,161,type5P_possessive_161,her acquaintance,somewhat_related
"If Harper arrives early, her friend will meet her at the train station.",Harper has a friend.,E,possessive,161,type5P_possessive_161,her friend,related
"If Harper attends the conference, Tina's friend will drive her to the hotel.",Harper has a colleague.,N,possessive,162,type5P_possessive_162,Tina's friend,unrelated
